date,campaign_name,cost,purchases,conv_value
2026-07-06,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,264.32,6,400.13
2026-07-06,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,321.34,14,1212.5
2026-07-06,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,179.24,8,482.05
2026-07-06,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,304.37,29,1740.75
2026-07-06,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,279.41,13,947.01
2026-07-06,ASUC-(HISTO)-UK-(UK)-PERF-RTG,221.6,14,1108.74
2026-07-06,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,243.07,4,322.64
2026-07-06,ASUC-(HISTO)-US-(US)-PERF-RTG,288.83,16,1769.69
2026-07-06,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,5.74,null,null
2026-07-06,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,12.45,1,74.75
2026-07-06,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,35.1,1,70
2026-07-06,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,33.02,2,96
2026-07-06,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,93.43,3,211
2026-07-06,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,52.68,3,154.5
2026-07-06,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,22.03,3,302.36
2026-07-06,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,28.56,null,null
2026-07-06,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,73.43,5,211
2026-07-06,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,77.93,4,297
2026-07-06,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,40.38,3,136.5
2026-07-06,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,52.2,7,397.25
2026-07-06,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,92.69,3,160
2026-07-06,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,92.55,9,502.87
2026-07-06,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,7.08,null,null
2026-07-06,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,8.44,null,null
2026-07-06,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,11.02,null,null
2026-07-06,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,9.39,null,null
2026-07-06,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,15.47,1,38.5
2026-07-06,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,24.03,1,75
2026-07-06,ASUC-(NEW)-PERF-RTG-WARM-ROW,40.62,null,null
2026-07-06,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,5.74,null,null
2026-07-06,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,4.82,null,null
2026-07-06,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,6.6,1,70
2026-07-06,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,8.56,1,50
2026-07-06,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,5.05,null,null
2026-07-06,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,5.94,null,null
2026-07-06,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,108.37,7,850.91
2026-07-06,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,157.89,12,1005.12
2026-07-07,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,437.16,25,1644
2026-07-07,ASUC-(ALL)-PERF-KIDS-INTER,540.2,40,3367.72
2026-07-07,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,298.12,25,1608.2
2026-07-07,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,100.75,19,1325.09
2026-07-07,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,57.95,2,106.5
2026-07-07,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,244.33,4,201.5
2026-07-07,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,306.81,18,1514.4
2026-07-07,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,176.4,10,677.99
2026-07-07,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,333.23,29,1667.95
2026-07-07,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,268.64,7,559.03
2026-07-07,ASUC-(HISTO)-UK-(UK)-PERF-RTG,287.48,17,1338.97
2026-07-07,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,170.33,2,208.43
2026-07-07,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,181.92,null,null
2026-07-07,ASUC-(HISTO)-US-(US)-PERF-RTG,361.13,14,1560.52
2026-07-07,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,4.92,null,null
2026-07-07,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,13.86,1,133.71
2026-07-07,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,35.86,null,null
2026-07-07,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,40.21,4,210.5
2026-07-07,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,91.05,4,245.5
2026-07-07,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,59.94,5,290.6
2026-07-07,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,23.19,null,null
2026-07-07,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,40.39,5,460.34
2026-07-07,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,70.83,7,536
2026-07-07,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,91.37,9,579.56
2026-07-07,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,48.39,1,60
2026-07-07,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,76.93,6,280
2026-07-07,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,106.79,4,249.68
2026-07-07,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,114.72,12,827.56
2026-07-07,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,8.46,null,null
2026-07-07,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,13.42,1,120.4
2026-07-07,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,9.95,1,55.31
2026-07-07,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,10.3,1,118.2
2026-07-07,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,16.12,null,null
2026-07-07,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,24.34,null,null
2026-07-07,ASUC-(NEW)-PERF-RTG-WARM-ROW,57.25,3,245
2026-07-07,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,6.19,null,null
2026-07-07,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,5.77,null,null
2026-07-07,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,7.22,null,null
2026-07-07,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,8.04,2,95
2026-07-07,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,5.1,null,null
2026-07-07,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,5.91,null,null
2026-07-07,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,91.19,1,93.77
2026-07-07,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,171.98,7,871.62
2026-07-08,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,450.38,19,945.66
2026-07-08,ASUC-(ALL)-PERF-KIDS-INTER,495.41,38,2681.78
2026-07-08,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,285.84,31,2051.97
2026-07-08,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,120.95,13,961.16
2026-07-08,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,71.76,2,123.5
2026-07-08,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,253.86,6,378.51
2026-07-08,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,282.67,15,1376.5
2026-07-08,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,173.28,7,301.32
2026-07-08,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,291.32,22,1317.19
2026-07-08,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,276.02,10,646.61
2026-07-08,ASUC-(HISTO)-UK-(UK)-PERF-RTG,260.52,17,1460.58
2026-07-08,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,158.16,null,null
2026-07-08,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,171.28,1,69.66
2026-07-08,ASUC-(HISTO)-US-(US)-PERF-RTG,300.97,18,1753.19
2026-07-08,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,6.51,null,null
2026-07-08,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,14.85,1,92.84
2026-07-08,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,36.02,3,171.5
2026-07-08,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,32.47,null,null
2026-07-08,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,101.04,5,276.5
2026-07-08,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,53.3,6,328.65
2026-07-08,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,24.26,1,47.35
2026-07-08,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,31.49,3,308.51
2026-07-08,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,71.45,6,220
2026-07-08,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,77.6,9,555
2026-07-08,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,49.29,null,null
2026-07-08,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,56.95,3,370
2026-07-08,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,117.75,2,150.5
2026-07-08,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,115.66,8,540.5
2026-07-08,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,7.99,1,66.99
2026-07-08,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,9.91,2,191.59
2026-07-08,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,11.22,2,97.46
2026-07-08,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,9.1,null,null
2026-07-08,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,18.4,1,null
2026-07-08,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,23.14,2,171
2026-07-08,ASUC-(NEW)-PERF-RTG-WARM-ROW,43.88,1,110
2026-07-08,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,6.2,null,null
2026-07-08,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,4.61,null,null
2026-07-08,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,7,null,null
2026-07-08,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,6.97,2,90
2026-07-08,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,5.31,null,null
2026-07-08,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,6.75,2,117.52
2026-07-08,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,93.53,1,120.33
2026-07-08,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,153.57,14,1643.08
2026-07-09,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,473.45,21,1511.51
2026-07-09,ASUC-(ALL)-PERF-KIDS-INTER,564.46,34,1936.09
2026-07-09,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,281.11,22,1466.32
2026-07-09,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,95.89,7,443.2
2026-07-09,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,57.3,2,190.73
2026-07-09,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,244.25,7,400.49
2026-07-09,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,285.92,9,770.5
2026-07-09,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,191.73,5,229.49
2026-07-09,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,313.43,13,677.97
2026-07-09,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,313.63,7,430.35
2026-07-09,ASUC-(HISTO)-UK-(UK)-PERF-RTG,240.45,11,835.49
2026-07-09,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,185.18,1,71.74
2026-07-09,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,166.37,3,338.89
2026-07-09,ASUC-(HISTO)-US-(US)-PERF-RTG,263.4,15,1408.66
2026-07-09,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,6.2,null,null
2026-07-09,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,11.09,1,104.99
2026-07-09,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,40.83,1,80.5
2026-07-09,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,34.43,null,null
2026-07-09,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,101.83,5,378.7
2026-07-09,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,51.79,2,125.5
2026-07-09,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,23.76,1,null
2026-07-09,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,33.46,2,187.53
2026-07-09,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,84.81,6,271
2026-07-09,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,70.66,3,215
2026-07-09,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,55.67,2,250.5
2026-07-09,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,49.17,3,95.5
2026-07-09,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,123.94,5,278.54
2026-07-09,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,117.7,5,576
2026-07-09,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,8.32,1,67.05
2026-07-09,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,8.37,null,null
2026-07-09,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,8.74,null,null
2026-07-09,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,9.01,null,null
2026-07-09,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,18.85,null,null
2026-07-09,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,22.27,5,327.54
2026-07-09,ASUC-(NEW)-PERF-RTG-WARM-ROW,41.45,2,108.92
2026-07-09,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,6.79,null,null
2026-07-09,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,4.57,null,null
2026-07-09,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,8.13,null,null
2026-07-09,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,5.94,null,null
2026-07-09,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,7.1,2,255.47
2026-07-09,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,4.91,1,78.54
2026-07-09,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,100.05,3,237.67
2026-07-09,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,162.99,11,1004.29
2026-07-10,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,436.08,24,2115.3
2026-07-10,ASUC-(ALL)-PERF-KIDS-INTER,546.92,44,2646.53
2026-07-10,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,280.86,20,1333.05
2026-07-10,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,96.48,4,219.43
2026-07-10,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,52.47,3,305.3
2026-07-10,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,251.33,3,250
2026-07-10,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,298.89,10,554.21
2026-07-10,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,184.43,5,160.5
2026-07-10,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,308.7,19,1203.46
2026-07-10,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,300.71,10,689.74
2026-07-10,ASUC-(HISTO)-UK-(UK)-PERF-RTG,228.06,17,1317.85
2026-07-10,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,132.62,4,74.69
2026-07-10,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,158.63,2,155.23
2026-07-10,ASUC-(HISTO)-US-(US)-PERF-RTG,351.15,5,249.48
2026-07-10,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,4.52,null,null
2026-07-10,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,16.53,null,null
2026-07-10,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,40.61,2,86
2026-07-10,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,34.86,2,220
2026-07-10,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,99.18,4,208.14
2026-07-10,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,50.46,7,442
2026-07-10,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,25.79,null,null
2026-07-10,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,32.07,3,295.27
2026-07-10,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,82.51,8,426.69
2026-07-10,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,69.21,4,400.62
2026-07-10,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,50.42,null,null
2026-07-10,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,48.9,2,79
2026-07-10,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,124.91,2,74.5
2026-07-10,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,119.77,13,895.32
2026-07-10,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,6.79,null,null
2026-07-10,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,9.01,1,101.88
2026-07-10,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,8.91,null,null
2026-07-10,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,9.42,null,null
2026-07-10,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,12.48,null,null
2026-07-10,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,24.46,2,294
2026-07-10,ASUC-(NEW)-PERF-RTG-WARM-ROW,40.46,5,371
2026-07-10,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,6.66,null,null
2026-07-10,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,4.34,null,null
2026-07-10,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,7.32,null,null
2026-07-10,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,6.9,null,null
2026-07-10,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,6.28,null,null
2026-07-10,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,5.82,null,null
2026-07-10,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,99.75,2,260.04
2026-07-10,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,166.17,3,241.13
2026-07-11,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,541.86,19,2074.21
2026-07-11,ASUC-(ALL)-PERF-KIDS-INTER,663.32,37,2763
2026-07-11,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,332.42,21,1681.38
2026-07-11,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,105.79,4,255.5
2026-07-11,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,65.08,2,162
2026-07-11,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,234.94,4,286
2026-07-11,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,327.52,26,2060.7
2026-07-11,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,196.54,5,224.15
2026-07-11,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,337.24,20,1291.96
2026-07-11,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,298.93,6,377.25
2026-07-11,ASUC-(HISTO)-UK-(UK)-PERF-RTG,238.7,14,1108.52
2026-07-11,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,208.27,3,314.04
2026-07-11,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,171.89,1,61.54
2026-07-11,ASUC-(HISTO)-US-(US)-PERF-RTG,314.64,11,663.41
2026-07-11,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,6.75,null,null
2026-07-11,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,12.77,1,298.34
2026-07-11,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,45.31,4,282
2026-07-11,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,37.53,null,null
2026-07-11,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,110.26,5,331.5
2026-07-11,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,58.72,4,227
2026-07-11,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,25.43,1,108.41
2026-07-11,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,41.24,5,428.17
2026-07-11,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,93.17,6,362.7
2026-07-11,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,85.85,9,810.65
2026-07-11,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,49.79,3,180.5
2026-07-11,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,69.83,1,55
2026-07-11,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,138.17,5,346.73
2026-07-11,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,129.34,15,887.89
2026-07-11,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,7.2,null,null
2026-07-11,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,10.24,null,null
2026-07-11,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,14.09,null,null
2026-07-11,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,12.95,null,null
2026-07-11,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,18.72,1,70
2026-07-11,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,30,2,131
2026-07-11,ASUC-(NEW)-PERF-RTG-WARM-ROW,44.88,4,429.09
2026-07-11,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,8.4,null,null
2026-07-11,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,5.21,null,null
2026-07-11,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,6.85,1,55
2026-07-11,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,7.46,null,null
2026-07-11,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,5.61,null,null
2026-07-11,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,4.78,null,null
2026-07-11,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,110.48,4,346.01
2026-07-11,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,186.29,12,1325.35
2026-07-12,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,498.27,29,2147.94
2026-07-12,ASUC-(ALL)-PERF-KIDS-INTER,594.9,54,3812.42
2026-07-12,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,323.96,24,1604.14
2026-07-12,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,117.44,17,1219.75
2026-07-12,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,66.04,3,214.21
2026-07-12,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,283.41,6,440.5
2026-07-12,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,343.24,18,1848.9
2026-07-12,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,214.82,4,134.98
2026-07-12,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,367.43,23,1431.53
2026-07-12,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,337.69,10,674.69
2026-07-12,ASUC-(HISTO)-UK-(UK)-PERF-RTG,269.4,14,984.02
2026-07-12,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,215.65,6,674.97
2026-07-12,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,200.16,5,391.79
2026-07-12,ASUC-(HISTO)-US-(US)-PERF-RTG,365.99,4,553.68
2026-07-12,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,7.03,null,null
2026-07-12,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,15.14,3,242.88
2026-07-12,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,45.94,2,171
2026-07-12,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,43.13,2,270
2026-07-12,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,117.07,6,272.72
2026-07-12,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,63.77,3,270.5
2026-07-12,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,29.66,1,70.21
2026-07-12,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,38.88,2,190.43
2026-07-12,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,93.1,5,331.65
2026-07-12,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,95,4,327
2026-07-12,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,56.49,1,55
2026-07-12,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,71.35,6,525.82
2026-07-12,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,133.55,6,370.12
2026-07-12,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,134.95,17,1173.44
2026-07-12,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,9.9,null,null
2026-07-12,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,11.8,null,null
2026-07-12,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,12,null,null
